registry_name,source_field
forestry:ipe_fireproof_wood,WOOD_FIREPROOF
forestry:padauk_fireproof_wood,WOOD_FIREPROOF
forestry:cocobolo_fireproof_wood,WOOD_FIREPROOF
forestry:fir_fireproof_wood,WOOD_FIREPROOF
forestry:coconut_fireproof_wood,WOOD_FIREPROOF
forestry:beech_fireproof_wood,WOOD_FIREPROOF
forestry:feijoa_fireproof_wood,WOOD_FIREPROOF
forestry:dogwood_fireproof_wood,WOOD_FIREPROOF
forestry:ginkgo_fireproof_wood,WOOD_FIREPROOF
forestry:jacaranda_fireproof_wood,WOOD_FIREPROOF
forestry:pewen_fireproof_wood,WOOD_FIREPROOF
forestry:macrocarpa_fireproof_wood,WOOD_FIREPROOF
forestry:olive_fireproof_wood,WOOD_FIREPROOF
forestry:orange_fireproof_wood,WOOD_FIREPROOF
forestry:pear_fireproof_wood,WOOD_FIREPROOF
forestry:kauri_fireproof_wood,WOOD_FIREPROOF
forestry:zebrawood_fireproof_wood,WOOD_FIREPROOF
forestry:larch_stripped_wood,STRIPPED_WOOD
forestry:teak_stripped_wood,STRIPPED_WOOD
forestry:acacia_desert_stripped_wood,STRIPPED_WOOD
forestry:lime_stripped_wood,STRIPPED_WOOD
forestry:chestnut_stripped_wood,STRIPPED_WOOD
forestry:wenge_stripped_wood,STRIPPED_WOOD
forestry:baobab_stripped_wood,STRIPPED_WOOD
forestry:sequoia_stripped_wood,STRIPPED_WOOD
forestry:kapok_stripped_wood,STRIPPED_WOOD
forestry:ebony_stripped_wood,STRIPPED_WOOD
forestry:elm_stripped_wood,STRIPPED_WOOD
forestry:mahogany_stripped_wood,STRIPPED_WOOD
forestry:balsa_stripped_wood,STRIPPED_WOOD
forestry:willow_stripped_wood,STRIPPED_WOOD
forestry:walnut_stripped_wood,STRIPPED_WOOD
forestry:greenheart_stripped_wood,STRIPPED_WOOD
forestry:hill_cherry_stripped_wood,STRIPPED_WOOD
forestry:mahoe_stripped_wood,STRIPPED_WOOD
forestry:poplar_stripped_wood,STRIPPED_WOOD
forestry:palm_stripped_wood,STRIPPED_WOOD
forestry:papaya_stripped_wood,STRIPPED_WOOD
forestry:pine_stripped_wood,STRIPPED_WOOD
forestry:plum_stripped_wood,STRIPPED_WOOD
forestry:maple_stripped_wood,STRIPPED_WOOD
forestry:citrus_stripped_wood,STRIPPED_WOOD
forestry:giganteum_stripped_wood,STRIPPED_WOOD
forestry:ipe_stripped_wood,STRIPPED_WOOD
forestry:padauk_stripped_wood,STRIPPED_WOOD
forestry:cocobolo_stripped_wood,STRIPPED_WOOD
forestry:fir_stripped_wood,STRIPPED_WOOD
forestry:coconut_stripped_wood,STRIPPED_WOOD
forestry:beech_stripped_wood,STRIPPED_WOOD
forestry:feijoa_stripped_wood,STRIPPED_WOOD
forestry:dogwood_stripped_wood,STRIPPED_WOOD
forestry:ginkgo_stripped_wood,STRIPPED_WOOD
forestry:jacaranda_stripped_wood,STRIPPED_WOOD
forestry:pewen_stripped_wood,STRIPPED_WOOD
forestry:macrocarpa_stripped_wood,STRIPPED_WOOD
forestry:olive_stripped_wood,STRIPPED_WOOD
forestry:orange_stripped_wood,STRIPPED_WOOD
forestry:pear_stripped_wood,STRIPPED_WOOD
forestry:kauri_stripped_wood,STRIPPED_WOOD
forestry:zebrawood_stripped_wood,STRIPPED_WOOD
forestry:larch_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:teak_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:acacia_desert_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:lime_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:chestnut_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:wenge_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:baobab_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:sequoia_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:kapok_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:ebony_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:elm_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:mahogany_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:balsa_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:willow_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:walnut_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:greenheart_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:hill_cherry_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:mahoe_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:poplar_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:palm_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:papaya_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:pine_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:plum_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:maple_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:citrus_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:giganteum_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:ipe_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:padauk_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:cocobolo_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:fir_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:coconut_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:beech_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:feijoa_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:dogwood_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:ginkgo_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:jacaranda_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:pewen_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:macrocarpa_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:olive_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:orange_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:pear_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:kauri_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:zebrawood_fireproof_stripped_wood,STRIPPED_WOOD_FIREPROOF
forestry:larch_planks,PLANKS
forestry:teak_planks,PLANKS
forestry:acacia_desert_planks,PLANKS
forestry:lime_planks,PLANKS
forestry:chestnut_planks,PLANKS
forestry:wenge_planks,PLANKS
forestry:baobab_planks,PLANKS
forestry:sequoia_planks,PLANKS
forestry:kapok_planks,PLANKS
forestry:ebony_planks,PLANKS
forestry:elm_planks,PLANKS
forestry:mahogany_planks,PLANKS
forestry:balsa_planks,PLANKS
forestry:willow_planks,PLANKS
forestry:walnut_planks,PLANKS
forestry:greenheart_planks,PLANKS
forestry:hill_cherry_planks,PLANKS
forestry:mahoe_planks,PLANKS
forestry:poplar_planks,PLANKS
forestry:palm_planks,PLANKS
forestry:papaya_planks,PLANKS
forestry:pine_planks,PLANKS
forestry:plum_planks,PLANKS
forestry:maple_planks,PLANKS
forestry:citrus_planks,PLANKS
forestry:giganteum_planks,PLANKS
forestry:ipe_planks,PLANKS
forestry:padauk_planks,PLANKS
forestry:cocobolo_planks,PLANKS
forestry:fir_planks,PLANKS
forestry:coconut_planks,PLANKS
forestry:beech_planks,PLANKS
forestry:feijoa_planks,PLANKS
forestry:dogwood_planks,PLANKS
forestry:ginkgo_planks,PLANKS
forestry:jacaranda_planks,PLANKS
forestry:pewen_planks,PLANKS
forestry:macrocarpa_planks,PLANKS
forestry:olive_planks,PLANKS
forestry:orange_planks,PLANKS
forestry:pear_planks,PLANKS
forestry:kauri_planks,PLANKS
forestry:zebrawood_planks,PLANKS
forestry:larch_fireproof_planks,PLANKS_FIREPROOF
forestry:teak_fireproof_planks,PLANKS_FIREPROOF
forestry:acacia_desert_fireproof_planks,PLANKS_FIREPROOF
forestry:lime_fireproof_planks,PLANKS_FIREPROOF
forestry:chestnut_fireproof_planks,PLANKS_FIREPROOF
forestry:wenge_fireproof_planks,PLANKS_FIREPROOF
forestry:baobab_fireproof_planks,PLANKS_FIREPROOF
forestry:sequoia_fireproof_planks,PLANKS_FIREPROOF
forestry:kapok_fireproof_planks,PLANKS_FIREPROOF
forestry:ebony_fireproof_planks,PLANKS_FIREPROOF
forestry:elm_fireproof_planks,PLANKS_FIREPROOF
forestry:mahogany_fireproof_planks,PLANKS_FIREPROOF
forestry:balsa_fireproof_planks,PLANKS_FIREPROOF
forestry:willow_fireproof_planks,PLANKS_FIREPROOF
forestry:walnut_fireproof_planks,PLANKS_FIREPROOF
forestry:greenheart_fireproof_planks,PLANKS_FIREPROOF
forestry:hill_cherry_fireproof_planks,PLANKS_FIREPROOF
forestry:mahoe_fireproof_planks,PLANKS_FIREPROOF
forestry:poplar_fireproof_planks,PLANKS_FIREPROOF
forestry:palm_fireproof_planks,PLANKS_FIREPROOF
forestry:papaya_fireproof_planks,PLANKS_FIREPROOF
forestry:pine_fireproof_planks,PLANKS_FIREPROOF
forestry:plum_fireproof_planks,PLANKS_FIREPROOF
forestry:maple_fireproof_planks,PLANKS_FIREPROOF
forestry:citrus_fireproof_planks,PLANKS_FIREPROOF
forestry:giganteum_fireproof_planks,PLANKS_FIREPROOF
forestry:ipe_fireproof_planks,PLANKS_FIREPROOF
forestry:padauk_fireproof_planks,PLANKS_FIREPROOF
forestry:cocobolo_fireproof_planks,PLANKS_FIREPROOF
forestry:fir_fireproof_planks,PLANKS_FIREPROOF
forestry:coconut_fireproof_planks,PLANKS_FIREPROOF
forestry:beech_fireproof_planks,PLANKS_FIREPROOF
forestry:feijoa_fireproof_planks,PLANKS_FIREPROOF
forestry:dogwood_fireproof_planks,PLANKS_FIREPROOF
forestry:ginkgo_fireproof_planks,PLANKS_FIREPROOF
forestry:jacaranda_fireproof_planks,PLANKS_FIREPROOF
forestry:pewen_fireproof_planks,PLANKS_FIREPROOF
forestry:macrocarpa_fireproof_planks,PLANKS_FIREPROOF
forestry:olive_fireproof_planks,PLANKS_FIREPROOF
forestry:orange_fireproof_planks,PLANKS_FIREPROOF
forestry:pear_fireproof_planks,PLANKS_FIREPROOF
forestry:kauri_fireproof_planks,PLANKS_FIREPROOF
forestry:zebrawood_fireproof_planks,PLANKS_FIREPROOF
forestry:oak_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:spruce_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:birch_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:jungle_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:acacia_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:dark_oak_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:cherry_fireproof_planks,PLANKS_VANILLA_FIREPROOF
forestry:larch_slab,SLABS
forestry:teak_slab,SLABS
forestry:acacia_desert_slab,SLABS
forestry:lime_slab,SLABS
forestry:chestnut_slab,SLABS
forestry:wenge_slab,SLABS
forestry:baobab_slab,SLABS
forestry:sequoia_slab,SLABS
forestry:kapok_slab,SLABS
forestry:ebony_slab,SLABS
forestry:elm_slab,SLABS
forestry:mahogany_slab,SLABS
forestry:balsa_slab,SLABS
forestry:willow_slab,SLABS
forestry:walnut_slab,SLABS
forestry:greenheart_slab,SLABS
forestry:hill_cherry_slab,SLABS
forestry:mahoe_slab,SLABS
forestry:poplar_slab,SLABS
forestry:palm_slab,SLABS
forestry:papaya_slab,SLABS
forestry:pine_slab,SLABS
forestry:plum_slab,SLABS
forestry:maple_slab,SLABS
forestry:citrus_slab,SLABS
forestry:giganteum_slab,SLABS
forestry:ipe_slab,SLABS
forestry:padauk_slab,SLABS
forestry:cocobolo_slab,SLABS
forestry:fir_slab,SLABS
forestry:coconut_slab,SLABS
forestry:beech_slab,SLABS
forestry:feijoa_slab,SLABS
forestry:dogwood_slab,SLABS
forestry:ginkgo_slab,SLABS
forestry:jacaranda_slab,SLABS
forestry:pewen_slab,SLABS
forestry:macrocarpa_slab,SLABS
forestry:olive_slab,SLABS
forestry:orange_slab,SLABS
forestry:pear_slab,SLABS
forestry:kauri_slab,SLABS
forestry:zebrawood_slab,SLABS
forestry:larch_fireproof_slab,SLABS_FIREPROOF
forestry:teak_fireproof_slab,SLABS_FIREPROOF
forestry:acacia_desert_fireproof_slab,SLABS_FIREPROOF
forestry:lime_fireproof_slab,SLABS_FIREPROOF
forestry:chestnut_fireproof_slab,SLABS_FIREPROOF
forestry:wenge_fireproof_slab,SLABS_FIREPROOF
forestry:baobab_fireproof_slab,SLABS_FIREPROOF
forestry:sequoia_fireproof_slab,SLABS_FIREPROOF
forestry:kapok_fireproof_slab,SLABS_FIREPROOF
forestry:ebony_fireproof_slab,SLABS_FIREPROOF
forestry:elm_fireproof_slab,SLABS_FIREPROOF
